ethnicity,HH7,CL13,CL2,FCD2H,FCD2E,FCD2D,FCD2A,WB4,WB6A,VT22A,VT22B,VT20,VT21,VT1,VT22X,MA2,MA3,MSTATUS,AF10,LS1,LS3,LS4,CSURV,HC5,HC4,WS7,WS1,WS11,WS14,child_depression
Sena,South,0.0,False,NO,NO,YES,NO,32.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,UNSAFE,YES,NO,35.0,NO,Currently married/in union,SOME DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,WORSE,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Sena,South,4.0,True,,,,,42.0,NoSchool,NO,YES,SAFE,SAFE,NO,NO,47.0,YES,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,7.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Sena,South,0.0,False,NO,NO,YES,NO,26.0,NoSchool,NO,NO,VERY SAFE,VERY SAFE,NO,NO,33.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Sena,South,1.0,False,YES,YES,YES,NO,34.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,44.0,NO,Currently married/in union,NO DIFFICULTY,VERY UNHAPPY,WORSENED,BETTER,4.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN DWELLING,1.0
Sena,South,,False,NO,YES,NO,NO,33.0,UPPER SECONDARY,YES,YES,UNSAFE,UNSAFE,YES,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,WORSE,4.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Sena,South,5.0,True,YES,NO,YES,NO,37.0,PRIMARY,YES,YES,VERY SAFE,UNSAFE,YES,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY UNHAPPY,WORSENED,WORSE,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Sena,South,,True,YES,YES,YES,NO,30.0,NoSchool,NO,NO,SAFE,SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY UNHAPPY,WORSENED,BETTER,4.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Sena,South,3.0,False,NO,YES,YES,YES,42.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,47.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,WORSENED,WORSE,5.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Sena,South,0.0,True,NO,YES,YES,NO,29.0,LOWER SECONDARY,NO,NO,UNSAFE,UNSAFE,NO,NO,35.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,BETTER,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,South,0.0,False,NO,YES,YES,YES,35.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,40.0,NO,Currently married/in union,SOME DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Sena,South,0.0,False,NO,NO,YES,NO,41.0,NoSchool,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,,NO,,YES,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,8.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Sena,South,2.0,False,NO,NO,NO,NO,31.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY UNSAFE,NO,NO,34.0,YES,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Sena,South,2.0,True,YES,YES,YES,NO,39.0,NoSchool,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,,NO,39.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,BETTER,9.0,IRON SHEETS / METAL / TIN,PALM / BAMBOO,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: VENTILATED IMPROVED PIT LATRINE,IN OWN YARD / PLOT,1.0
Sena,South,2.0,True,NO,YES,YES,YES,30.0,NoSchool,NO,NO,NEVER WALK ALONE AFTER DARK,UNSAFE,NO,NO,,NO,Currently married/in union,NO DIFFICULTY,VERY UNHAPPY,WORSENED,WORSE,5.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,ELSEWHERE,1.0
Sena,South,0.0,True,YES,YES,YES,YES,33.0,NoSchool,NO,NO,UNSAFE,UNSAFE,NO,NO,,NotApplicable,Formerly married/in union,SOME DIFFICULTY,SOMEWHAT UNHAPPY,WORSENED,BETTER,5.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,NO FACILITY / BUSH / FIELD,,1.0
Sena,South,4.0,True,,,,,49.0,NoSchool,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,5.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,NO FACILITY / BUSH / FIELD,,1.0
Sena,South,2.0,False,NO,NO,NO,YES,33.0,NoSchool,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,27.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,MORE OR LESS THE SAME,BETTER,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Sena,South,3.0,False,YES,YES,YES,YES,31.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Sena,South,,False,NO,NO,NO,,25.0,NoSchool,NO,NO,SAFE,SAFE,NO,NO,40.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,3.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,NO FACILITY / BUSH / FIELD,,0.0
Sena,South,24.0,True,,,,,41.0,NoSchool,NO,NO,UNSAFE,UNSAFE,NO,NO,43.0,NO,Currently married/in union,NO DIFFICULTY,VERY UNHAPPY,MORE OR LESS THE SAME,WORSE,6.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,NO FACILITY / BUSH / FIELD,,1.0
Sena,South,0.0,False,NO,NO,NO,NO,29.0,PRIMARY,NO,NO,UNSAFE,UNSAFE,NO,NO,33.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,3.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",PIPED WATER: PUBLIC TAP / STANDPIPE,NO FACILITY / BUSH / FIELD,,0.0
Sena,South,2.0,True,,,,,49.0,NoSchool,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,SOME DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,6.0,NO ROOF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,ELSEWHERE,1.0
Sena,South,13.0,True,,,,,31.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,40.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,WORSENED,,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Sena,South,8.0,True,NO,NO,NO,NO,33.0,PRIMARY,YES,YES,VERY SAFE,SAFE,NO,NO,58.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,WORSE,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Chewa,South,,False,NO,NO,YES,NO,35.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,50.0,YES,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,MORE OR LESS THE SAME,BETTER,4.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Sena,South,42.0,False,YES,YES,NO,YES,33.0,NoSchool,NO,NO,VERY SAFE,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Sena,South,30.0,False,NO,NO,YES,NO,23.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,32.0,YES,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,OTHER,ELSEWHERE,1.0
Other ethnicity,South,0.0,False,NO,NO,YES,YES,34.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,46.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,BETTER,5.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Sena,South,0.0,False,YES,NO,YES,NO,31.0,,YES,NO,VERY UNSAFE,VERY UNSAFE,NO,NO,33.0,YES,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,IMPROVED,MORE OR LESS THE SAME,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Sena,South,,False,YES,NO,YES,NO,36.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,MORE OR LESS THE SAME,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Sena,South,5.0,True,NO,NO,YES,NO,32.0,NoSchool,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,BETTER,4.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN DWELLING,0.0
Sena,South,10.0,True,YES,YES,YES,YES,28.0,PRIMARY,NO,NO,UNSAFE,UNSAFE,NO,NO,44.0,NO,Currently married/in union,SOME DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,3.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Sena,South,30.0,True,NO,NO,NO,NO,35.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,44.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,5.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Sena,South,7.0,True,YES,NO,YES,NO,33.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,UNSAFE,NO,NO,38.0,YES,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,MORE OR LESS THE SAME,BETTER,4.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Yao,South,2.0,False,YES,YES,YES,YES,32.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,36.0,YES,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,MORE OR LESS THE SAME,BETTER,3.0,IRON SHEETS / METAL / TIN,CEMENT,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Sena,South,5.0,True,,,,,39.0,PRIMARY,NO,YES,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,4.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Sena,South,0.0,False,YES,NO,NO,YES,21.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,,NotApplicable,Formerly married/in union,SOME DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Sena,South,1.0,False,YES,YES,YES,NO,28.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,UNSAFE,NO,YES,33.0,YES,Currently married/in union,NO DIFFICULTY,VERY UNHAPPY,IMPROVED,BETTER,5.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,OTHER,ELSEWHERE,1.0
Sena,South,0.0,False,NO,YES,NO,NO,31.0,PRIMARY,NO,NO,VERY UNSAFE,UNSAFE,NO,NO,,NO,Currently married/in union,A LOT OF DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,3.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Sena,South,0.0,False,NO,NO,NO,YES,47.0,PRIMARY,NO,NO,UNSAFE,UNSAFE,NO,NO,67.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,6.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Sena,South,,False,NO,NO,NO,YES,25.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,29.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,MORE OR LESS THE SAME,2.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,FLUSH / POUR FLUSH: FLUSH TO DK WHERE,IN OWN YARD / PLOT,0.0
Sena,South,2.0,False,YES,NO,NO,NO,,,,,,,,,,NotApplicable,Formerly married/in union,,,,,5.0,WOOD,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Other ethnicity,South,0.0,True,YES,NO,YES,NO,35.0,NoSchool,NO,YES,NEVER WALK ALONE AFTER DARK,SAFE,NO,YES,,NotApplicable,Formerly married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,WORSENED,WORSE,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,NO FACILITY / BUSH / FIELD,,0.0
Sena,South,,False,,,,,47.0,PRIMARY,NO,NO,SAFE,NEVER WALK ALONE AFTER DARK,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,BETTER,5.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Sena,South,3.0,False,YES,YES,YES,YES,30.0,NoSchool,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,36.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,BETTER,2.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN DWELLING,1.0
Sena,South,0.0,False,NO,NO,YES,,30.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,39.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,BETTER,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Sena,South,,False,YES,NO,YES,NO,34.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,31.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,WORSENED,BETTER,3.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,South,,False,,,,,38.0,NoSchool,NO,NO,NEVER WALK ALONE AFTER DARK,UNSAFE,NO,NO,50.0,NO,Currently married/in union,NO DIFFICULTY,VERY UNHAPPY,IMPROVED,,6.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Sena,South,,False,NO,NO,NO,YES,40.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,42.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,BETTER,5.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: VENTILATED IMPROVED PIT LATRINE,IN OWN YARD / PLOT,1.0
Sena,South,3.0,True,NO,NO,NO,NO,,,,,,,,,,,Currently married/in union,,,,,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Lomwe,South,1.0,True,NO,NO,NO,NO,25.0,NoSchool,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,41.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,WORSENED,MORE OR LESS THE SAME,4.0,IRON SHEETS / METAL / TIN,CEMENT,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,0.0
Chewa,South,2.0,True,NO,YES,YES,NO,41.0,NoSchool,NO,NO,NEVER WALK ALONE AFTER DARK,UNSAFE,NO,NO,46.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,BETTER,6.0,IRON SHEETS / METAL / TIN,CEMENT,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,IN OWN YARD / PLOT,1.0
Sena,South,0.0,False,YES,NO,YES,NO,28.0,LOWER SECONDARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,35.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,IMPROVED,BETTER,2.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Sena,South,1.0,False,YES,NO,NO,NO,42.0,PRIMARY,NO,NO,UNSAFE,SAFE,NO,NO,47.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,5.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,ELSEWHERE,1.0
Sena,South,5.0,True,YES,YES,YES,YES,39.0,PRIMARY,NO,NO,SAFE,VERY SAFE,YES,NO,36.0,NO,Currently married/in union,NO DIFFICULTY,VERY UNHAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,5.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Sena,South,1.0,True,YES,YES,YES,YES,24.0,PRIMARY,YES,NO,VERY SAFE,SAFE,NO,NO,31.0,YES,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,MORE OR LESS THE SAME,BETTER,5.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Sena,South,,False,NO,NO,NO,YES,34.0,PRIMARY,NO,NO,UNSAFE,SAFE,NO,YES,37.0,NO,Currently married/in union,SOME DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,IMPROVED,BETTER,4.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: VENTILATED IMPROVED PIT LATRINE,IN OWN YARD / PLOT,1.0
Sena,South,3.0,True,YES,YES,YES,NO,39.0,NoSchool,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,47.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,8.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITHOUT SLAB / OPEN PIT,ELSEWHERE,1.0
Sena,South,3.0,False,YES,YES,YES,NO,41.0,NoSchool,NO,,UNSAFE,SAFE,NO,NO,48.0,NO,Currently married/in union,SOME DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,3.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Sena,South,,False,NO,YES,NO,YES,30.0,HIGHER,NO,NO,SAFE,SAFE,NO,NO,32.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,2.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: VENTILATED IMPROVED PIT LATRINE,IN OWN YARD / PLOT,0.0
Sena,South,1.0,False,,,,,30.0,HIGHER,NO,NO,SAFE,SAFE,NO,YES,,NotApplicable,Never married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,0.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,ELSEWHERE,1.0
