ethnicity,HH7,CL13,CL2,FCD2H,FCD2E,FCD2D,FCD2A,WB4,WB6A,VT22A,VT22B,VT20,VT21,VT1,VT22X,MA2,MA3,MSTATUS,AF10,LS1,LS3,LS4,CSURV,HC5,HC4,WS7,WS1,WS11,WS14,child_depression
Other ethnicity,North,0.0,True,YES,NO,YES,YES,42.0,LOWER SECONDARY,NO,NO,VERY UNSAFE,UNSAFE,NO,NO,51.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,5.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",PIPED WATER: PIPED TO YARD / PLOT,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,North,2.0,False,YES,NO,YES,NO,33.0,PRIMARY,NO,NO,VERY UNSAFE,UNSAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,2.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,North,3.0,False,YES,YES,YES,NO,40.0,UPPER SECONDARY,NO,NO,UNSAFE,SAFE,NO,NO,47.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,5.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",PIPED WATER: PIPED TO YARD / PLOT,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,North,0.0,False,YES,NO,YES,NO,,,,,,,,,,NotApplicable,Never married/in union,,,,,0.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,2.0,True,,,,,40.0,HIGHER,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,40.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,3.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,0.0,False,YES,YES,YES,YES,,,,,,,,,,NotApplicable,Never married/in union,,,,,0.0,IRON SHEETS / METAL / TIN,CEMENT,"YES, AT LEAST ONCE",DUG WELL: UNPROTECTED WELL,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,3.0,False,NO,YES,YES,YES,39.0,NoSchool,NO,NO,VERY SAFE,VERY SAFE,NO,NO,47.0,NO,Currently married/in union,SOME DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,BETTER,6.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,North,0.0,True,YES,YES,YES,YES,47.0,NoSchool,YES,YES,VERY SAFE,VERY UNSAFE,YES,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY UNHAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,5.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,North,2.0,True,YES,YES,YES,YES,29.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,38.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,4.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,North,0.0,False,,,,,38.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,47.0,NO,Currently married/in union,NO DIFFICULTY,VERY UNHAPPY,IMPROVED,BETTER,4.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,,False,NO,YES,YES,NO,31.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,NEVER WALK ALONE AFTER DARK,NO,NO,35.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,2.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,NO FACILITY / BUSH / FIELD,,1.0
Other ethnicity,North,2.0,False,NO,YES,NO,YES,39.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,46.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,5.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,North,0.0,False,YES,YES,YES,NO,41.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,45.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,MORE OR LESS THE SAME,BETTER,7.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,3.0,False,NO,YES,YES,NO,43.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,58.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,6.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,North,4.0,False,YES,YES,YES,NO,,,,,,,,,,,Currently married/in union,,,,,2.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,1.0,True,NO,NO,NO,YES,41.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,YES,75.0,YES,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,7.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,10.0,True,NO,NO,NO,NO,33.0,UPPER SECONDARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,35.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,5.0,IRON SHEETS / METAL / TIN,CEMENT,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,1.0,True,YES,NO,YES,NO,31.0,PRIMARY,NO,NO,VERY SAFE,UNSAFE,NO,NO,34.0,YES,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,BETTER,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,NO FACILITY / BUSH / FIELD,,0.0
Other ethnicity,North,1.0,False,NO,YES,YES,YES,30.0,LOWER SECONDARY,NO,NO,NEVER WALK ALONE AFTER DARK,UNSAFE,NO,NO,33.0,NO,Currently married/in union,SOME DIFFICULTY,VERY UNHAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,3.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",PIPED WATER: PIPED TO YARD / PLOT,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,North,2.0,False,NO,NO,NO,NO,27.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,31.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,WORSENED,BETTER,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,ELSEWHERE,1.0
Other ethnicity,North,0.0,False,NO,YES,YES,NO,22.0,PRIMARY,NO,YES,VERY SAFE,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY UNHAPPY,WORSENED,MORE OR LESS THE SAME,2.0,IRON SHEETS / METAL / TIN,CEMENT,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,NO FACILITY / BUSH / FIELD,,1.0
Other ethnicity,North,5.0,True,,,,,49.0,LOWER SECONDARY,NO,NO,UNSAFE,VERY SAFE,NO,NO,60.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,WORSENED,BETTER,6.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,North,7.0,True,YES,NO,YES,YES,39.0,PRIMARY,NO,NO,UNSAFE,VERY SAFE,NO,NO,43.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,6.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,5.0,True,,,,,39.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,48.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,5.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,North,5.0,True,NO,NO,YES,YES,,,,,,,,,,NotApplicable,Never married/in union,,,,,1.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",PIPED WATER: PIPED TO YARD / PLOT,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,12.0,False,YES,YES,YES,NO,36.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY UNHAPPY,WORSENED,BETTER,5.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Tumbuka,North,7.0,False,YES,YES,NO,YES,,,,,,,,,,NotApplicable,Formerly married/in union,,,,,5.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,North,0.0,True,NO,YES,YES,NO,25.0,PRIMARY,NO,NO,VERY SAFE,SAFE,NO,NO,34.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,2.0,IRON SHEETS / METAL / TIN,CEMENT,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,6.0,True,NO,YES,NO,YES,44.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,46.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,6.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN DWELLING,1.0
Other ethnicity,North,,False,YES,YES,YES,YES,,,,,,,,,,NotApplicable,Never married/in union,,,,,0.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,ELSEWHERE,1.0
Other ethnicity,North,1.0,False,NO,NO,NO,NO,31.0,PRIMARY,NO,NO,VERY SAFE,SAFE,NO,NO,40.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,5.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",DUG WELL: UNPROTECTED WELL,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,6.0,True,NO,NO,NO,YES,44.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,54.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,7.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",DUG WELL: UNPROTECTED WELL,PIT LATRINE: PIT LATRINE WITH SLAB,ELSEWHERE,0.0
Other ethnicity,North,5.0,False,NO,NO,NO,NO,43.0,PRIMARY,NO,NO,SAFE,SAFE,NO,NO,,NotApplicable,Formerly married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",DUG WELL: UNPROTECTED WELL,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,3.0,True,YES,YES,YES,YES,32.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,43.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,5.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,North,0.0,True,YES,YES,NO,NO,29.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,YES,NO,35.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,2.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,North,3.0,True,,,,,42.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,44.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,IMPROVED,BETTER,6.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,North,0.0,True,NO,YES,YES,NO,39.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,44.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,7.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,0.0,True,,,,,39.0,PRIMARY,NO,YES,VERY SAFE,VERY SAFE,NO,YES,43.0,YES,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,4.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,,True,NO,YES,YES,YES,25.0,PRIMARY,NO,NO,SAFE,VERY SAFE,NO,NO,30.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,2.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,North,0.0,False,NO,YES,NO,YES,26.0,LOWER SECONDARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,30.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,2.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,0.0,False,NO,NO,YES,YES,31.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,37.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,MORE OR LESS THE SAME,3.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,1.0,True,,,,,47.0,PRIMARY,NO,NO,VERY SAFE,SAFE,NO,YES,65.0,YES,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,7.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",DUG WELL: PROTECTED WELL,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,North,10.0,False,NO,NO,NO,NO,21.0,PRIMARY,NO,NO,VERY UNSAFE,UNSAFE,NO,NO,36.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,IMPROVED,BETTER,1.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",DUG WELL: PROTECTED WELL,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,1.0,False,NO,NO,YES,NO,,,,,,,,,,NotApplicable,Never married/in union,,,,,0.0,IRON SHEETS / METAL / TIN,CERAMIC TILES,"YES, AT LEAST ONCE",DUG WELL: PROTECTED WELL,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,2.0,True,YES,NO,YES,NO,42.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY UNSAFE,NO,NO,48.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,MORE OR LESS THE SAME,MORE OR LESS THE SAME,6.0,IRON SHEETS / METAL / TIN,CEMENT,"YES, AT LEAST ONCE",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,North,,False,NO,NO,NO,NO,36.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,53.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,5.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",DUG WELL: PROTECTED WELL,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,North,4.0,False,NO,NO,NO,NO,20.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY UNSAFE,NO,NO,32.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,IMPROVED,BETTER,2.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,0.0,False,NO,YES,YES,YES,34.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,NEVER WALK ALONE AFTER DARK,NO,NO,45.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,WORSENED,BETTER,5.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,,True,NO,NO,NO,NO,47.0,PRIMARY,NO,NO,UNSAFE,SAFE,NO,NO,60.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,6.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,North,10.0,True,YES,YES,YES,YES,36.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,SAFE,NO,NO,47.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,6.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,North,10.0,True,,,,,27.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,NEVER WALK ALONE AFTER DARK,NO,NO,44.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,IMPROVED,BETTER,3.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,North,,False,NO,NO,NO,NO,45.0,PRIMARY,NO,NO,UNSAFE,VERY SAFE,NO,NO,58.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,,6.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,0.0,False,NO,YES,YES,YES,24.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,32.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT HAPPY,WORSENED,BETTER,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,8.0,True,,,,,37.0,PRIMARY,YES,NO,VERY UNSAFE,VERY SAFE,NO,NO,40.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,WORSENED,BETTER,5.0,IRON SHEETS / METAL / TIN,CEMENT,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,,False,YES,NO,YES,YES,,,,,,,,,,,Currently married/in union,,,,,5.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,,False,YES,YES,YES,NO,30.0,LOWER SECONDARY,NO,NO,VERY UNSAFE,VERY SAFE,NO,NO,33.0,NO,Currently married/in union,SOME DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,3.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"YES, AT LEAST ONCE",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Tumbuka,North,3.0,False,YES,NO,YES,YES,39.0,PRIMARY,NO,NO,UNSAFE,VERY SAFE,NO,NO,41.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,MORE OR LESS THE SAME,BETTER,6.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,North,,False,NO,NO,YES,NO,31.0,PRIMARY,NO,NO,UNSAFE,VERY SAFE,NO,NO,37.0,NO,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,5.0,THATCH / PALM LEAF,EARTH / SAND,"YES, AT LEAST ONCE",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,1.0
Other ethnicity,North,,False,YES,NO,YES,YES,,,,,,,,,,,Currently married/in union,,,,,5.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,2.0,False,YES,YES,YES,YES,28.0,LOWER SECONDARY,NO,NO,SAFE,SAFE,NO,NO,33.0,NO,Currently married/in union,NO DIFFICULTY,SOMEWHAT UNHAPPY,IMPROVED,BETTER,2.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,ELSEWHERE,1.0
Other ethnicity,North,,False,NO,NO,NO,YES,49.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,YES,NO,54.0,YES,Currently married/in union,NO DIFFICULTY,VERY HAPPY,IMPROVED,BETTER,5.0,IRON SHEETS / METAL / TIN,CEMENT,"YES, AT LEAST ONCE",PIPED WATER: PUBLIC TAP / STANDPIPE,PIT LATRINE: PIT LATRINE WITH SLAB,ELSEWHERE,1.0
Other ethnicity,North,1.0,False,NO,YES,YES,YES,25.0,PRIMARY,NO,NO,VERY SAFE,VERY SAFE,NO,NO,29.0,NO,Currently married/in union,NO DIFFICULTY,VERY UNHAPPY,IMPROVED,BETTER,3.0,THATCH / PALM LEAF,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
Other ethnicity,North,,False,YES,YES,YES,NO,25.0,PRIMARY,NO,NO,NEVER WALK ALONE AFTER DARK,VERY SAFE,NO,NO,30.0,NO,Currently married/in union,NO DIFFICULTY,NEITHER HAPPY NOR UNHAPPY,IMPROVED,BETTER,2.0,IRON SHEETS / METAL / TIN,EARTH / SAND,"NO, ALWAYS SUFFICIENT",TUBE WELL / BOREHOLE,PIT LATRINE: PIT LATRINE WITH SLAB,IN OWN YARD / PLOT,0.0
